证券简称,id,year,YBR,x2,x4,OCFDR,ROE,CLTLR,CATAR,DER,DR,YoO,RDR,TAT,IFR,GIC
超华科技,2288,2019,0.378567161,1.2189,0.6788,0.1414,2.2562,92.9706,49.6891,0.783058886,43.8472,20,0.006143579,0.508,0.015789541,0.968599241
超华科技,2288,2018,0.198762611,1.2398,0.7753,0.0289,3.1465,88.1076,48.5747,0.800783552,44.4686,19,0,0.5766,0.005806472,1.38957871
辉煌科技,2296,2021,0.001313492,3.0282,2.3477,0.2803,5.4339,92.996,68.3653,0.326490308,24.2769,20,0.133986662,0.316,0.242532626,1.264175884
辉煌科技,2296,2020,0.001383534,4.2521,3.4503,0.7401,4.5387,94.2417,66.8924,0.204306611,16.6928,19,0.146979505,0.2576,0.22755883,0.954040254
辉煌科技,2296,2019,0.01082471,3.0404,2.6011,0.028,1.9697,84.3264,73.77,0.412784156,28.7727,18,0.117621489,0.246,0.16979128,0.966749759
中电兴发,2298,2021,0.10415214,1.4064,1.1841,0.0213,6.7664,91.7552,48.1208,0.620942261,37.29,23,0.051459471,0.3791,0.140498797,1.003868898
中电兴发,2298,2020,0.164580913,1.7732,1.0171,-0.136,6.641,91.1321,57.5223,0.580050836,35.5961,22,0.054948259,0.4124,0.127883959,1.122037033
中电兴发,2298,2019,0.127474045,2.0702,1.3613,-0.1112,4.1101,84.8892,51.3329,0.433795113,29.2093,21,0.061009896,0.4059,0.109832731,1.212477683
中电兴发,2298,2018,0.199114375,2.9829,1.9953,0.1088,4.0711,83.9495,59.2806,0.322527649,23.6733,20,0,0.3591,0.103697348,1.212109331
皖通科技,2331,2020,0.008953453,2.3454,1.8033,0.1739,8.0306,99.7032,70.0136,0.442813146,29.9409,21,0.071002213,0.4813,0.232194966,1.168283178
皖通科技,2331,2019,0.009539723,2.6141,2.0239,0.0882,6.2739,99.4728,67.8822,0.3674794,26.1049,20,0.049406731,0.513,0.160671204,1.254618008
皖通科技,2331,2018,0.012336872,2.4348,1.8556,0.05,6.2429,99.5077,71.257,0.440557769,29.4111,19,0,0.5088,0.147587573,1.003709566
汉王科技,2362,2021,0.029136379,4.1548,3.1946,0.0441,8.8009,99.7175,83.8823,0.282408497,20.2466,23,0.130262919,0.915,-0.115523718,1.408012299
汉王科技,2362,2020,0,2.8728,2.1958,0.2568,4.3716,99.5471,75.4699,0.399726876,26.3904,22,0.173312875,0.8978,-0.170271116,1.47803335
汉王科技,2362,2019,0.016911079,3.081,2.4111,-0.0618,1.8954,99.1021,72.0457,0.320465898,23.5954,21,0.175160252,0.6709,-0.303410594,1.236432435
汉王科技,2362,2018,0.016387463,3.4136,2.7039,0.1889,5.4486,98.8831,69.4794,0.268086777,20.5834,20,0,0.6022,-0.354122885,1.454155727
太极股份,2368,2021,0.164850443,1.2672,0.9712,0.1112,10.9078,85.4535,78.0636,2.771497282,72.0895,34,0.052640594,0.706,0.10308789,1.208116911
太极股份,2368,2020,0.22084742,1.237,0.9914,-0.0391,11.0129,88.041,73.9201,2.229277923,67.8774,33,0.033741591,0.7062,0.113787491,1.173972659
太极股份,2368,2019,0.232665844,1.1458,0.8965,0.1079,11.5692,96.5651,74.6821,2.216675072,67.4983,32,0.030783484,0.6698,0.125096524,1.135201052
太极股份,2368,2018,0.126976514,1.22,0.9256,0.0553,11.6059,93.2185,76.6135,2.21639837,67.3665,31,0,0.6535,0.120959875,1.026241462
北方华创,2371,2021,0.080271711,1.3941,0.7697,0.1331,8.4979,75.9195,62.8723,1.534646266,59.403,20,0.165172847,0.3876,0.061292263,1.492256316
北方华创,2371,2020,0.11577212,1.768,1.0091,-0.1233,6.5726,62.7495,61.6657,1.303738384,55.5856,19,0.15783282,0.342,0.079784119,1.220967166
北方华创,2371,2019,0.144186256,1.2665,0.585,-0.0033,6.8177,70.7983,56.0336,1.761720896,62.4914,18,0.158016228,0.3663,0.081104576,1.495331716
北方华创,2371,2018,0.093808758,1.4951,0.8138,0.0068,3.8652,63.9569,54.7632,1.410356476,57.2718,17,0,0.3027,0.089295139,1.370091043
千方科技,2373,2021,0.03202099,1.8153,1.439,0.1863,10.3106,92.5749,61.0323,0.58853582,36.3172,19,0.085203742,0.5291,0.208267385,1.079877398
千方科技,2373,2020,0.039197496,1.5263,1.1105,0.1357,11.9563,94.53,61.4271,0.766892746,42.5736,18,0.097760976,0.585,0.16123955,1.202845756
千方科技,2373,2019,0.046601263,1.7208,1.2677,0.0375,13.3791,93.5605,60.3842,0.641942511,37.5057,17,0.222997382,0.7199,0.13296849,2.895583063
千方科技,2373,2018,0.037839259,2.0306,1.594,0.0745,10.8812,93.0013,78.0988,0.783532413,41.3548,16,0,0.396,0.100176655,1.067990271
新北洋,2376,2021,0.102818157,2.3656,1.803,0.0823,5.155,58.4582,46.9476,0.556159472,33.9495,19,0.145954667,0.4031,0.224744394,0.977587965
新北洋,2376,2020,0.047427663,2.4355,1.9325,0.1613,9.531,64.5736,55.3429,0.58869152,35.1904,18,0.147541031,0.4601,0.240329814,0.930048867
新北洋,2376,2019,0.240271023,2.0196,1.5585,0.1409,13.1762,97.1884,50.5619,0.377388272,25.7604,17,0.172281808,0.603,0.213123038,1.416443832
新北洋,2376,2018,0.146022762,1.7226,1.3171,0.3607,11.5033,96.949,48.2624,0.454809963,28.8985,16,0,0.4677,0.225592049,1.137863316
东山精密,2384,2021,0.253732312,1.1279,0.8195,0.1205,14.0928,79.6586,58.2824,1.861523875,64.8696,23,0.038647312,0.8123,0.094820733,1.192783002
东山精密,2384,2020,0.350417983,0.8975,0.6496,0.1154,8.237,80.0071,52.0855,2.657013475,72.5376,22,0.039082852,0.75,0.057847383,1.188011405
东山精密,2384,2019,0.27852796,0.8779,0.661,0.0619,10.0206,81.0532,51.8766,2.697631907,72.9067,21,0.030874836,0.7446,0.049400683,1.288237791
东山精密,2384,2018,0.467965414,0.9594,0.7198,0.0112,10.0173,98.3799,61.1264,1.842360088,64.7614,20,0,0.8262,0.02616917,1.831372285
维信诺,2387,2021,0.287530616,0.5762,0.5319,0.0397,1.3497,61.7493,17.5868,1.253420517,49.4276,23,0.244867857,0.0908,0.001025972,1.276912265
维信诺,2387,2020,0.237110656,0.7038,0.6188,0.0674,0.4286,55.4458,18.8418,1.198122233,48.2863,22,0.327216419,0.0727,-0.004254274,1.512558464
维信诺,2387,2019,0.131017457,1.3948,1.3316,0.0494,0.4419,41.0099,27.4948,1.188871705,48.0677,21,16.42780465,0.0772,-0.006135098,56.04442899
维信诺,2387,2018,0.311797784,0.1616,0.1615,0.0429,2.0142,96.4115,14.2758,10.96367232,91.6414,20,0,0.006,-0.007120696,0.199346699
中远海科,2401,2021,0,1.3453,0.7332,0.1011,18.385,99.4775,90.4592,2.085865541,67.5942,28,0.036692598,0.4444,0.200578327,1.263206881
中远海科,2401,2020,0,1.3312,0.8088,0.1685,10.5696,99.6083,93.7586,2.455549858,70.7101,27,0.053950063,0.4394,0.15308797,1.228209969
中远海科,2401,2019,0,1.5652,0.9982,0.1312,9.9105,99.3523,91.6676,1.459284671,58.9497,26,0.036180673,0.4799,0.140532309,1.068753167
中远海科,2401,2018,0,1.598,1.2684,0.1284,9.7365,98.3074,90.6917,1.378027,57.7289,25,0,0.5562,0.186923635,1.401881861
和而泰,2402,2021,0.150672878,1.4374,1.0565,0.1952,15.4766,94.8296,63.6421,0.953794489,46.6887,21,0.06484303,0.869,0.151897878,1.278483812
和而泰,2402,2020,0.181855361,1.631,1.2274,0.1994,16.4661,69.3301,58.8743,1.134316958,52.0651,20,0.063489872,0.8942,0.126612339,1.366241585
和而泰,2402,2019,0.262660719,1.506,1.0812,0.1503,15.1996,69.3811,56.0176,1.212982501,53.6123,19,0.049891919,0.9336,0.116754895,1.350022475
和而泰,2402,2018,0.09110685,2.0037,1.534,0.2449,14.9192,99.9281,72.2464,0.574489125,36.0822,18,0,1.069,0.095718797,1.469853438
四维图新,2405,2020,0.011058111,2.6103,2.5262,0.0325,4.5222,98.2228,30.1317,0.136451279,11.7525,18,0.557534999,0.2528,0.204206679,1.082526552
四维图新,2405,2019,0.009936734,1.9847,1.94,0.2046,6.9243,95.5308,37.2876,0.251668922,19.6669,17,0.591905,0.2244,0.169509353,0.989413962
四维图新,2405,2018,0.010851745,1.5958,1.5676,0.1334,5.6248,96.7145,46.0708,0.440762261,29.8499,16,0,0.3098,0.120556384,1.360297203
广联达,2410,2021,0.000198657,1.8961,1.8869,0.6276,6.8322,95.6173,56.767,0.466912471,31.3109,23,0.312542362,0.5097,0.154376293,1.139408335
广联达,2410,2020,0.045030764,1.0502,1.0426,0.2274,7.2759,99.6837,47.8402,0.862045876,45.6961,22,0.338665051,0.6015,0.140767443,1.210583452
广联达,2410,2019,0.186984031,2.0836,2.0766,0.1948,13.9919,57.2135,49.4162,0.727885805,41.4529,21,0.310793876,0.5536,0.220027975,1.22302925
广联达,2410,2018,0.025866286,3.4881,3.4743,0.3482,15.6276,42.0185,51.2966,0.554679383,34.9992,20,0,0.5026,0.221173804,1.152830014
海康威视,2415,2021,0.056956732,2.3943,2.0267,0.4701,27.1241,91.2424,84.2858,0.636162788,38.5809,20,0.110628873,0.7742,0.344742515,1.101379334
海康威视,2415,2020,0.066334408,2.7221,2.2431,0.2599,30.0981,78.704,84.9629,0.665533556,39.6576,19,0.110034655,0.8306,0.326503268,1.15693073
海康威视,2415,2019,0.125962497,2.1703,1.9386,0.3571,33.4162,96.8229,84.4724,0.678906913,40.1992,18,0.106973624,0.8663,0.296724876,1.189274924
海康威视,2415,2018,0.162845558,2.5959,2.3087,0.3517,34.4425,82.0414,86.5861,0.690651285,40.6563,17,0,0.9021,0.261455431,1.312662861
达实智能,2421,2021,0.167438039,1.6973,1.5546,0.0588,10.6604,63.1959,64.5443,1.555493128,60.1756,26,0.036405555,0.4449,0.110046836,1.455667806
达实智能,2421,2019,0.155143184,1.8233,1.6907,-0.0555,6.8771,72.8617,67.5208,1.07221393,50.8261,24,0.018493152,0.4136,0.163730037,0.982479041
达实智能,2421,2018,0.218691775,1.8558,1.7074,0.0958,10.5566,88.0254,65.6272,0.707845979,40.1747,23,0,0.5001,0.135367114,1.046996961
兴森科技,2436,2021,0.281807526,1.5722,1.3541,0.1577,17.0424,70.8181,46.696,0.785913109,41.9398,22,0.06278746,0.71,0.185574016,1.060712375
兴森科技,2436,2020,0.259666151,1.6779,1.4114,0.2298,10.8628,64.0177,46.1496,0.789227832,42.9646,21,0.056961071,0.766,0.192231459,1.095145117
兴森科技,2436,2019,0.128298956,1.4677,1.2154,0.1603,8.695,70.0725,45.1891,0.817217206,43.9399,20,0.054689293,0.7579,0.190291095,1.05796401
兴森科技,2436,2018,0.137157603,1.5562,1.3327,0.2056,6.9493,69.2354,47.6091,0.818089595,44.1878,19,0,0.7559,0.17507781,1.116728682
启明星辰,2439,2021,0.000156663,2.8026,2.6395,0.2779,15.5409,96.3781,76.4527,0.395709829,28.304,25,0.208193916,0.4779,0.352068145,1.18036919
启明星辰,2439,2020,0,3.1664,3.0155,0.1964,17.3067,64.0815,74.3941,0.579466912,36.6637,24,0.234121495,0.5238,0.286662963,1.22511239
启明星辰,2439,2019,0.000145008,2.4385,2.2986,0.2429,16.9187,95.4342,60.6334,0.355579813,26.0549,23,0.234497351,0.5497,0.252958481,1.106771026
启明星辰,2439,2018,0.011244388,2.3166,2.1459,0.4045,16.8596,95.244,56.6802,0.350285237,25.6886,22,0,0.6052,0.251127513,1.182193819
国星光电,2449,2021,0,1.7538,1.2627,0.2045,2.7946,85.31,56.7381,0.606360694,37.9216,40,0.03278279,0.5282,0.193308161,0.801962733
国星光电,2449,2020,0,1.4431,1.0978,0.2285,11.4693,93.098,60.4644,0.815706075,45.005,39,0.040379494,0.6388,0.229089729,1.121954561
国星光电,2449,2019,0.042789604,1.4652,1.1488,0.2079,13.4797,92.8979,59.145,0.768899812,43.4513,38,0.047488741,0.586,0.171151922,1.04440403
国星光电,2449,2018,0.065975399,1.2989,1.0008,0.2059,11.8661,93.7755,60.173,0.980659235,49.4003,37,0,0.5814,0.145589227,1.435894869
欧菲光,2456,2020,0.498439231,0.9333,0.6493,0.1101,5.6497,86.5133,58.891,3.127428599,72.934,19,0.040299148,1.3238,0.087636467,1.207498526
欧菲光,2456,2018,0.686886849,1.1017,0.6353,0.0152,9.5941,76.058,58.8264,2.377586267,70.2046,17,0,1.2452,0.087016585,1.26338526
沪电股份,2463,2021,0.23259338,1.7417,1.245,0.4783,23.5231,87.6607,52.295,0.520945578,34.2514,29,0.050105086,0.8386,0.308100586,1.046500337
沪电股份,2463,2020,0.218752104,1.785,1.2612,0.343,26.3793,85.8276,57.702,0.604230752,37.6648,28,0.057445722,0.9611,0.283394404,1.296833441
沪电股份,2463,2019,0.208025765,1.7913,1.2706,0.2906,15.2169,77.0593,54.1583,0.645671451,39.2345,27,0.05245966,0.8732,0.21595253,1.188067651
沪电股份,2463,2018,0.195833214,1.5822,1.1842,0.0617,5.9393,74.4544,49.2273,0.717876425,41.7886,26,0,0.8177,0.203515217,1.220685161
榕基软件,2474,2021,0.396248099,1.6287,0.7263,0.0557,3.1805,92.1764,67.409,0.819674775,44.9009,28,0.144292562,0.2588,0.163104393,1.004334642
榕基软件,2474,2020,0.367546932,1.6927,0.8805,0.0894,3.3271,93.3012,69.3042,0.787338016,43.8822,27,0.126669235,0.2752,0.148461383,0.895179382
榕基软件,2474,2019,0.39043748,1.8872,1.1775,0.0248,2.4202,96.2084,76.4161,0.730095231,42.0882,26,0.104626845,0.3174,0.141533883,1.094990814
榕基软件,2474,2018,0.170135601,1.8262,1.1209,0.0742,2.3172,94.5311,77.123,0.813394038,44.6749,25,0,0.3139,0.145142157,1.056095718
立讯精密,2475,2021,0.294036276,1.2918,0.8986,0.1758,29.8582,85.9013,61.9831,1.391588122,55.8558,17,0.091892895,1.5496,0.149256333,1.479633913
立讯精密,2475,2020,0.367751635,1.237,0.9272,0.2702,26.3382,89.9795,62.2766,1.361222153,55.9526,16,0.122063459,1.4569,0.168040629,1.743831997
立讯精密,2475,2019,0.446179994,1.3434,1.0678,0.159,19.149,86.9071,63.3292,1.275433891,54.2421,15,0.110170212,1.1322,0.148570418,1.570568975
立讯精密,2475,2018,1.094687967,1.4833,1.1867,0.013,13.9772,90.3608,64.6131,1.001754896,48.2074,14,0,0.9543,0.132469487,1.658560635
江海股份,2484,2021,0.038250248,2.8584,2.2273,0.2347,10.1747,88.8734,59.9656,0.312625426,23.6049,63,0.072743102,0.5453,0.234873831,1.241170391
江海股份,2484,2020,0.040184362,3.1444,2.5894,0.1127,7.2059,93.0604,58.7772,0.263673803,20.0866,62,0.063702466,0.4962,0.200725534,1.082793768
江海股份,2484,2019,0.037214271,4.2839,3.641,0.3127,7.6523,93.2631,60.9699,0.190553285,15.2603,61,0.06078981,0.4961,0.19822843,1.176316996
江海股份,2484,2018,0.00517631,4.6081,4.0526,0.3868,6.2394,92.2207,68.3148,0.198523552,16.0756,60,0,0.455,0.18421249,1.362198467
英飞拓,2528,2021,0.180551799,1.3714,1.1717,-0.145,2.3112,82.7194,57.7426,1.037749288,50.9001,21,0.046226495,0.7337,0.030791172,1.10230913
英飞拓,2528,2020,0.208790923,1.6739,1.4139,-0.3018,2.0205,84.6955,59.6724,0.728686145,42.0899,20,0.045101373,0.7924,0.012893646,1.112464735
英飞拓,2528,2019,0.197995374,2.0866,1.7842,-0.1657,4.2206,93.7198,64.0121,0.48815913,32.7331,19,0.051797321,0.8654,0.000829714,1.469859733
英飞拓,2528,2018,0.121487316,2.4937,2.107,-0.0193,4.3886,72.9599,61.0633,0.507520076,33.563,18,0,0.684,-0.02440906,1.468432138
中京电子,2579,2021,0.200863412,1.5816,1.3185,0.1119,8.0851,70.3787,53.0215,0.909667129,47.6349,21,0.050784191,0.5532,0.072870407,1.114773174
中京电子,2579,2020,0.170443183,1.1459,0.8864,0.1225,12.6496,74.4658,51.1386,1.495677809,59.9307,20,0.047700319,0.6842,0.072133342,1.19158032
中京电子,2579,2019,0.208575893,0.9968,0.733,0.0838,8.1884,78.471,44.6609,1.576508284,57.0981,19,0.062103042,0.7914,0.076918751,1.63608936
中京电子,2579,2018,0.21533666,1.1639,0.8509,0.0586,2.4309,97.7323,46.5303,0.692181343,40.9047,18,0,0.6672,0.076474618,1.355538716
奥拓电子,2587,2020,0.044453352,1.9564,1.7154,0.1834,13.8367,97.4232,79.8525,0.734807511,41.8966,27,0.054481363,0.5342,0.236563977,0.791376781
奥拓电子,2587,2019,0.041794459,1.8989,1.6539,0.1978,14.8974,97.5612,79.6312,0.768159523,42.9843,26,0.086473192,0.7746,0.179584348,1.511224794
奥拓电子,2587,2018,0.044070083,2.1451,1.7723,0.0148,12.9586,98.2484,74.2835,0.55340952,35.2464,25,0,0.6812,0.138671466,2.277773304
领益智造,2600,2021,0.275163714,1.5106,1.1572,0.1659,17.381,79.3355,60.7266,1.0300112,50.6716,46,0.073115803,0.9926,0.110801186,1.176733404
领益智造,2600,2020,0.268099345,1.2531,0.9811,0.1914,17.6463,85.1421,61.1551,1.347582054,57.3177,45,0.050653212,0.9675,0.108084027,1.062941325
领益智造,2600,2018,0.192965243,1.3045,1.1367,0.0713,23.8342,87.2292,62.7998,1.254467859,55.1901,43,0,1.1537,0.064760755,1.32142628
捷顺科技,2609,2021,0.035219528,3.191,2.944,0.1805,7.4888,74.6138,64.2091,0.384934155,26.9678,29,0.083481711,0.4635,0.140109221,1.177803621
捷顺科技,2609,2020,0.069096845,3.5632,3.264,-0.1079,7.056,79.3657,64.5598,0.306165711,22.8291,28,0.086374632,0.4382,0.119318161,1.288411414
捷顺科技,2609,2019,0.141095689,3.6304,3.3833,-0.03,4.462,97.8597,70.4588,0.256225971,19.8324,27,0.058939008,0.3483,0.124763893,0.951626901
捷顺科技,2609,2018,0.078183967,6.7186,6.3481,0.0892,9.6135,84.9946,78.6032,0.160232963,13.7649,26,0,0.3733,0.206366572,1.211312265
安洁科技,2635,2021,0.09236156,3.4144,3.0296,0.4421,8.0318,84.8617,53.1717,0.224766159,18.3506,22,0.072421387,0.4076,0.167922107,0.926397893
安洁科技,2635,2019,0.016586453,2.0383,1.7083,0.2823,7.9802,93.5875,40.0128,0.26545639,20.9751,20,0.074367638,0.4059,0.224942832,1.309311843
安洁科技,2635,2018,0.022563983,1.9473,1.7204,0.1532,8.3642,95.0644,41.2823,0.287125574,22.3005,19,0,0.4534,0.126943357,1.485285656
金安国纪,2636,2021,0.009875887,1.4716,1.352,0.1794,6.54,95.8027,63.7991,0.846572078,45.2533,21,0.045401374,0.7158,0.265096297,1.08566153
金安国纪,2636,2020,0.013612275,1.8118,1.691,0.2649,6.025,94.7398,72.8951,0.756283255,42.4675,20,0.038544452,0.7448,0.309590265,0.90198756
金安国纪,2636,2019,0.00147315,2.0288,1.9485,0.2725,12.3733,95.2554,75.1169,0.644535424,38.8697,19,0.043812154,0.8916,0.320758952,1.002017321
金安国纪,2636,2018,0.00071946,1.7569,1.6492,0.3566,27.1831,97.3127,78.1827,0.842628908,45.7297,18,0,1.0105,0.296718821,1.203709777
博彦科技,2649,2021,0.023734135,3.4011,3.3748,0.4158,11.4359,64.3926,68.392,0.462438252,31.2285,26,0.05597287,0.9961,0.27928518,1.168758715
博彦科技,2649,2020,0.064978103,3.2188,3.2086,0.2221,9.5413,64.5935,69.4456,0.505001714,33.4016,25,0.063660104,0.9843,0.249049738,1.279116553
博彦科技,2649,2019,0.254930348,2.2879,2.274,0.162,9.7704,99.9286,61.9678,0.374365018,27.1043,24,0.069516414,0.9265,0.225890729,1.281033374
博彦科技,2649,2018,0.161024985,2.2405,2.2404,0.2234,10.9535,99.4179,58.9242,0.359747434,26.4539,23,0,0.8125,0.227664831,1.163651875
共达电声,2655,2021,0.23796676,1.0094,0.6821,0.3328,8.8195,100,52.0834,1.066004479,51.5974,20,0.059022745,1.0423,0.09852307,1.198887381
共达电声,2655,2020,0.48333072,0.9775,0.657,0.1211,6.1092,99.7619,54.7798,1.281848654,56.1759,19,0.081995797,0.8603,0.064154035,1.223121217
共达电声,2655,2019,0.276723851,0.9347,0.6036,0.0981,4.4671,98.5351,51.2338,1.253588694,55.6263,18,0.080338479,0.7312,0.032243387,1.022651614
木林森,2745,2021,0.08404707,1.0947,0.9211,0.0803,2.6462,81.8698,53.1577,1.464161151,59.3114,24,0.023890003,0.5301,0.099258517,0.916122623
木林森,2745,2020,0.310788245,1.1807,0.9545,0.0317,4.941,73.8898,61.1683,2.359982159,70.1116,23,0.026796106,0.5677,0.089284408,1.056864901
木林森,2745,2019,0.265363563,1.0528,0.7827,0.0132,9.3287,79.3361,58.4509,2.344215272,69.9773,22,0.084727154,0.7049,0.069632363,2.197632361
木林森,2745,2018,0.274915628,0.8871,0.7384,0.0839,12.0118,83.5309,50.8581,2.205962089,68.6379,21,0,0.4978,0.061137646,1.479708664
真视通,2771,2021,0.008926889,2.2353,1.6823,0.1069,2.9466,99.5486,85.6612,0.627690243,38.4954,21,0.060764435,0.5673,0.263928028,0.888241627
真视通,2771,2020,0.052153561,2.0581,1.5607,0.0576,5.0662,98.4725,85.3447,0.730982078,42.1111,20,0.05505741,0.6192,0.255851897,0.852423394
真视通,2771,2019,0.04313684,1.9562,1.4804,-0.2589,6.3956,97.8389,86.0373,0.81665264,44.9537,19,0.06040514,0.7366,0.231424081,1.067943835
真视通,2771,2018,0.028233573,2.0235,1.5376,0.1207,11.2226,96.4533,86.1373,0.789971295,44.1332,18,0,0.7574,0.214113633,1.030316733
久远银海,2777,2021,0,2.2898,1.9603,0.2437,15.633,93.3079,81.9198,0.681892555,38.3416,13,0.150780496,0.5406,0.183737487,1.13495167
久远银海,2777,2020,0,2.2489,1.8639,0.2143,14.9721,93.7523,82.0869,0.699894297,38.9337,12,0.098810267,0.5079,0.158659009,1.176175421
久远银海,2777,2019,0,2.2496,1.8087,0.2621,15.5417,84.9885,82.3026,0.826237166,43.0467,11,0.064939101,0.5311,0.120838778,1.251562481
久远银海,2777,2018,0,1.8054,1.2601,0.1932,18.8129,86.0819,86.2001,1.416739075,55.466,10,0,0.5711,0.092305161,1.309072025
崇达技术,2815,2021,0.033568288,1.8087,1.5103,0.1579,10.9296,59.2939,46.534,0.794454887,43.3903,26,0.071343304,0.6688,0.208135881,1.171769895
崇达技术,2815,2020,0.03936835,1.4975,1.2193,0.5296,15.5348,87.8424,36.3684,0.38459542,27.6482,25,0.059560293,0.7211,0.215339481,1.019518124
崇达技术,2815,2019,0.071925193,1.5325,1.2674,0.4567,20.6425,65.1173,41.314,0.706447648,41.3987,24,0.054744123,0.7384,0.269689702,1.178378823
崇达技术,2815,2018,0.084473733,1.4237,1.2363,0.2968,19.167,71.1304,49.5435,0.957782886,48.9218,23,0,0.7435,0.230375486,1.381032788
视源股份,2841,2021,0.050966938,1.4202,1.0506,0.3793,31.3597,94.4196,55.9431,0.727926823,41.7184,16,0.051688225,1.5203,0.293694807,1.004492758
视源股份,2841,2020,0.058827525,1.8986,1.5388,0.4791,38.6685,80.4137,75.8386,1.005187125,49.6748,15,0.058963796,2.0094,0.250698709,1.004063418
视源股份,2841,2019,0.113581912,1.5986,1.1352,0.5129,33.9792,96.5839,76.6692,1.021280435,49.6577,14,0.072476675,2.8422,0.202683818,1.562780869
视源股份,2841,2018,0.001428739,1.7314,1.2714,0.3773,36.8298,97.7815,83.0932,0.969085549,49.0811,13,0,2.7824,0.186058712,1.31921401
同兴达,2845,2021,0.074039323,1.1905,0.9226,0.0115,14.2121,93.991,80.4397,2.826473671,71.8849,17,0.04924591,1.3481,0.086323631,1.710967336
同兴达,2845,2020,0.128692221,1.0832,0.7835,0.0803,9.1939,97.5448,80.977,3.897353398,76.6402,16,0.052070369,1.133,0.060140061,1.512910687
同兴达,2845,2019,0.08927967,1.1376,0.7657,0.1229,9.156,98.9336,84.1062,2.957601904,74.7322,15,0.026954027,1.0687,0.072335659,1.11784377
同兴达,2845,2018,0.072743129,1.2914,0.9399,0.0312,20.4292,99.6008,87.6492,2.139226588,68.145,14,0,1.3877,0.08419504,1.308088766
